Team,Drives,Yds/Dr Rank,Yds/Dr,Pts/Dr Rank,Pts/Dr,TO/Dr Rank,TO/Dr,INT/Dr Rank,INT/Dr,FUM/Dr Rank,FUM/Dr,LOS/Dr Rank,LOS/Dr,Plays/Dr Rank,Plays/Dr,TOP/Dr Rank,TOP/Dr,DSR Rank,DSR
SF,165,24,30.85,25,1.96,12,.152,7,.115,28,.036,18,31.52,28,6.07,23,2.45,26,.706
CIN,172,25,31.23,32,2.27,29,.110,28,.052,16,.058,32,36.26,21,5.80,29,2.52,29,.714
DET,195,26,31.33,28,2.10,28,.118,30,.051,10,.067,8,29.92,25,5.87,28,2.50,27,.707
SD,190,27,31.49,19,1.85,18,.142,18,.089,18,.053,4,28.42,15,5.66,15,2.36,19,.686
MIN,181,28,32.29,30,2.18,26,.127,19,.088,26,.039,12,30.66,7,5.44,12,2.32,25,.703
ARI,179,29,32.91,29,2.16,24,.128,14,.095,30,.034,14,31.23,27,5.95,27,2.49,30,.716
NYJ,161,30,33.31,24,1.96,23,.130,16,.093,27,.037,10,30.36,31,6.42,32,3.04,28,.711
SEA,171,31,34.30,26,1.99,9,.164,8,.111,19,.053,16,31.26,32,6.43,31,2.56,31,.730
KC,178,32,34.90,31,2.24,8,.169,12,.101,9,.067,17,31.35,29,6.22,26,2.47,32,.735
NFL,0,0,28.48,0,1.75,0,.149,0,.090,0,.059,0,31.42,0,5.68,0,2.37,0,.674

Team,Drives,TDs/Dr Rank,TDs/Dr,FG/Dr Rank,FG/Dr,Punts/Dr Rank,Punts/Dr,3Outs/Dr Rank,3Outs/Dr,LOS/KO Rank,LOS/KO,TD/FG Rank,TD/FG,Pts/RZ Rank,Pts/RZ,TDs/RZ Rank,TDs/RZ,Avg. Lead Rank,Avg. Lead
TB,194,1,.093,3,.088,1,.510,2,.294,7,27.03,3,1.06,2,3.49,1,.343,8,4.01
CAR,206,3,.146,13,.117,2,.500,3,.286,4,26.18,9,1.25,21,4.74,17,.538,19,0.30
PHI,193,2,.119,4,.088,4,.466,6,.249,3,26.12,11,1.35,3,3.76,5,.421,1,6.93
WAS,187,8,.176,31,.166,6,.455,17,.225,17,29.03,4,1.06,6,4.14,3,.400,24,-0.51
HOU,201,11,.184,14,.119,3,.483,10,.239,20,29.73,15,1.54,9,4.39,8,.471,30,-3.98
PIT,182,18,.198,9,.110,13,.418,1,.297,30,32.41,21,1.80,19,4.71,20,.561,9,3.98
DAL,205,4,.156,19,.132,7,.454,4,.254,16,28.98,8,1.19,5,4.13,7,.458,29,-3.77
MIA,182,5,.159,27,.154,9,.440,8,.242,9,27.21,2,1.04,4,4.12,4,.419,3,5.36
GB,194,15,.196,2,.082,22,.392,7,.242,26,31.05,31,2.38,7,4.31,18,.545,10,3.71
NYG,181,6,.160,12,.116,5,.459,15,.227,25,30.80,12,1.38,14,4.64,9,.477,4,5.30
IND,172,19,.203,16,.122,12,.430,11,.238,28,31.30,17,1.67,15,4.64,15,.520,21,0.22
DEN,173,20,.208,23,.145,10,.434,26,.197,12,27.79,14,1.44,30,5.23,31,.638,14,2.24
ATL,188,12,.186,5,.096,23,.383,32,.170,5,26.19,23,1.94,31,5.25,27,.614,7,4.36
BAL,185,10,.178,29,.157,16,.405,30,.189,27,31.11,5,1.14,11,4.49,11,.490,20,0.29
OAK,177,17,.198,6,.096,18,.401,16,.226,10,27.55,27,2.06,18,4.70,23,.579,2,6.62
TEN,172,16,.198,1,.081,8,.442,12,.233,1,24.74,32,2.43,27,5.07,29,.622,13,2.81
STL,172,7,.174,26,.151,15,.407,19,.215,6,26.94,7,1.15,13,4.55,10,.490,26,-1.35
CHI,194,13,.191,32,.191,19,.397,21,.206,15,28.97,1,1.00,12,4.52,6,.443,27,-2.11
NE,183,23,.219,8,.109,28,.372,23,.202,14,28.58,26,2.00,25,4.94,30,.630,15,1.29
BUF,180,28,.244,7,.106,20,.394,9,.239,22,29.95,30,2.32,32,5.60,32,.700,22,-0.06
CLE,181,9,.177,28,.155,14,.414,14,.227,18,29.64,6,1.14,1,3.47,2,.345,18,0.34
NO,192,24,.224,15,.120,29,.365,31,.177,2,25.27,22,1.87,26,5.02,22,.577,12,2.94
JAX,172,14,.192,22,.134,27,.372,13,.227,29,31.68,13,1.43,8,4.36,12,.491,16,1.23
SF,165,25,.224,20,.133,21,.394,18,.218,24,30.16,18,1.68,28,5.08,26,.596,5,4.85
CIN,172,32,.267,21,.134,26,.378,20,.209,31,33.13,25,2.00,22,4.76,19,.552,31,-5.00
DET,195,27,.236,25,.149,17,.405,27,.195,11,27.56,16,1.59,29,5.19,28,.619,28,-3.10
SD,190,22,.216,10,.111,11,.432,5,.253,13,27.83,24,1.95,24,4.94,25,.592,23,-0.38
MIN,181,31,.265,11,.116,31,.359,22,.204,19,29.69,29,2.29,17,4.68,21,.566,25,-0.61
ARI,179,29,.257,17,.123,30,.363,29,.190,32,33.14,28,2.09,23,4.93,24,.589,32,-6.18
NYJ,161,21,.211,30,.161,25,.379,24,.199,8,27.18,10,1.31,16,4.67,16,.531,11,3.20
SEA,171,26,.228,18,.129,24,.380,28,.193,23,30.14,20,1.77,10,4.40,13,.509,17,0.60
KC,178,30,.258,24,.146,32,.326,25,.197,21,29.82,19,1.77,20,4.73,14,.517,6,4.71
NFL,0,0,.197,0,.126,0,.414,0,.224,0,28.86,0,1.57,0,4.63,0,.529,0,-1.15

