Team,Drives,Yds/Dr Rank,Yds/Dr,Pts/Dr Rank,Pts/Dr,TO/Dr Rank,TO/Dr,INT/Dr Rank,INT/Dr,FUM/Dr Rank,FUM/Dr,LOS/Dr Rank,LOS/Dr,Plays/Dr Rank,Plays/Dr,TOP/Dr Rank,TOP/Dr,DSR Rank,DSR
SEA,178,22,34.10,17,2.00,4,.163,7,.090,5,.073,6,26.57,11,5.89,8,2.38,19,.716
JAX,174,23,34.45,22,2.18,23,.098,26,.057,21,.040,24,29.59,9,5.84,12,2.41,24,.725
ATL,161,24,34.72,26,2.31,27,.093,14,.075,32,.019,16,28.25,26,6.27,20,2.51,26,.733
KC,163,25,34.84,12,1.85,10,.135,5,.098,23,.037,8,26.88,31,6.55,29,2.59,25,.729
WAS,169,26,35.73,30,2.46,15,.124,11,.077,15,.047,22,29.27,30,6.50,31,3.06,29,.747
MIA,177,27,35.78,32,2.65,24,.096,18,.073,30,.023,29,30.42,19,6.11,19,2.50,28,.746
CIN,171,28,35.89,23,2.25,26,.094,22,.064,29,.029,7,26.84,21,6.14,22,2.51,20,.718
DET,175,29,36.46,24,2.30,28,.091,32,.040,13,.051,4,25.95,29,6.40,21,2.51,27,.739
OAK,158,30,37.19,31,2.51,32,.089,28,.057,27,.032,2,25.84,25,6.18,27,2.54,32,.758
HOU,162,31,37.64,27,2.32,9,.136,16,.074,7,.062,3,25.91,28,6.40,28,2.56,30,.747
ARI,169,32,38.03,29,2.41,25,.095,31,.041,10,.053,9,27.35,32,6.56,32,3.06,31,.755
NFL,0,0,32.03,0,1.99,0,.122,0,.074,0,.048,0,28.41,0,5.99,0,2.45,0,.707

Team,Drives,TDs/Dr Rank,TDs/Dr,FG/Dr Rank,FG/Dr,Punts/Dr Rank,Punts/Dr,3Outs/Dr Rank,3Outs/Dr,LOS/KO Rank,LOS/KO,TD/FG Rank,TD/FG,Pts/RZ Rank,Pts/RZ,TDs/RZ Rank,TDs/RZ,Avg. Lead Rank,Avg. Lead
NE,186,1,.108,2,.091,3,.462,4,.258,16,25.23,5,1.18,5,4.38,4,.483,2,7.99
SF,175,8,.194,3,.097,6,.429,3,.263,9,24.57,29,2.00,11,4.68,22,.600,5,6.37
PIT,182,3,.165,14,.137,12,.401,8,.231,13,25.01,6,1.20,9,4.63,7,.500,21,-0.12
BUF,177,2,.153,1,.090,2,.475,2,.271,10,24.80,18,1.69,6,4.56,14,.558,10,2.37
NYJ,186,10,.199,20,.151,4,.435,9,.226,27,26.18,9,1.32,16,4.79,12,.542,27,-2.23
CHI,175,7,.189,12,.131,5,.429,6,.246,32,27.20,13,1.43,13,4.75,13,.558,18,0.66
PHI,181,16,.221,7,.127,1,.475,1,.276,19,25.39,20,1.74,15,4.79,15,.558,19,0.60
TB,189,15,.217,31,.196,28,.339,14,.217,12,24.90,4,1.11,8,4.62,8,.500,12,2.34
LAR,177,13,.215,13,.136,9,.412,7,.237,30,26.50,15,1.58,30,5.29,28,.635,8,2.59
BAL,161,5,.168,25,.168,13,.398,22,.193,7,24.41,2,1.00,12,4.73,3,.477,1,9.39
TEN,184,12,.212,4,.114,18,.386,12,.217,29,26.32,24,1.86,29,5.26,31,.681,13,1.57
NO,173,18,.225,8,.127,8,.416,5,.249,14,25.05,23,1.77,20,4.91,20,.596,3,6.76
CAR,189,27,.275,17,.143,23,.354,10,.222,28,26.22,26,1.93,28,5.25,29,.641,28,-2.99
DEN,169,4,.166,32,.201,7,.420,21,.195,22,25.63,1,0.82,1,4.00,1,.391,9,2.43
DAL,168,11,.208,22,.155,10,.411,16,.214,24,25.78,10,1.35,10,4.67,9,.509,11,2.34
GB,173,9,.197,23,.156,17,.387,18,.202,15,25.17,7,1.26,4,4.35,6,.500,7,4.02
LAC,154,20,.234,19,.149,15,.390,29,.162,11,24.83,14,1.57,26,5.18,25,.615,24,-0.58
MIN,171,6,.181,26,.170,26,.345,24,.187,18,25.29,3,1.07,2,4.23,2,.438,6,4.02
IND,165,17,.224,29,.176,30,.333,28,.170,17,25.25,8,1.28,14,4.78,11,.520,14,1.16
NYG,180,26,.272,15,.139,16,.389,11,.222,8,24.44,27,1.96,17,4.80,17,.574,25,-1.15
CLE,176,22,.250,11,.131,24,.347,23,.188,3,23.91,25,1.91,24,5.05,24,.614,16,0.72
SEA,178,19,.230,16,.140,31,.326,20,.197,23,25.74,16,1.64,22,5.00,26,.615,15,0.74
JAX,174,24,.259,5,.126,14,.397,30,.161,26,26.10,30,2.05,18,4.86,16,.571,31,-3.99
ATL,161,23,.255,30,.186,21,.360,25,.186,25,26.05,11,1.37,19,4.87,19,.585,23,-0.44
KC,163,14,.215,9,.129,22,.356,31,.160,5,24.19,17,1.67,3,4.28,10,.509,4,6.67
WAS,169,30,.290,18,.148,29,.337,27,.172,21,25.49,28,1.96,25,5.10,23,.610,32,-4.14
MIA,177,32,.305,27,.175,32,.322,19,.198,31,27.18,22,1.74,27,5.24,27,.627,29,-3.59
CIN,171,21,.246,28,.175,11,.404,15,.216,6,24.36,12,1.40,7,4.59,5,.490,30,-3.83
DET,175,25,.263,21,.154,20,.371,13,.217,20,25.42,19,1.70,21,5.00,18,.579,17,0.70
OAK,158,31,.304,6,.127,19,.380,17,.209,4,24.14,32,2.40,31,5.47,30,.673,22,-0.18
HOU,162,28,.278,10,.130,25,.346,32,.130,1,22.79,31,2.14,32,5.63,32,.714,20,0.43
ARI,169,29,.278,24,.160,27,.343,26,.172,2,23.78,21,1.74,23,5.02,21,.597,26,-1.39
NFL,0,0,.224,0,.145,0,.387,0,.209,0,25.19,0,1.55,0,4.85,0,.567,0,-1.21

