Team,Drives,Yds/Dr Rank,Yds/Dr,Pts/Dr Rank,Pts/Dr,TO/Dr Rank,TO/Dr,INT/Dr Rank,INT/Dr,FUM/Dr Rank,FUM/Dr,LOS/Dr Rank,LOS/Dr,Plays/Dr Rank,Plays/Dr,TOP/Dr Rank,TOP/Dr,DSR Rank,DSR
NYJ,201,7,.159,15,.144,10,.453,8,.264,11,21.94,10,1.10,19,4.77,16,.523,17,0.71
HOU,185,4,.141,26,.162,11,.449,11,.259,6,21.42,2,0.87,9,4.36,9,.477,3,6.47
CIN,195,13,.179,2,.113,2,.503,1,.313,1,20.15,22,1.59,28,5.00,25,.585,18,0.65
PIT,166,3,.133,13,.133,1,.524,3,.301,9,21.57,5,1.00,21,4.81,17,.548,8,4.75
JAX,188,15,.186,7,.117,4,.468,2,.303,10,21.94,23,1.59,23,4.81,23,.558,28,-3.21
SF,190,2,.121,6,.116,8,.458,4,.274,2,20.62,7,1.05,4,4.12,4,.412,4,5.91
CHI,201,6,.159,18,.149,16,.423,5,.274,22,22.63,8,1.07,6,4.16,7,.446,11,3.03
PHI,191,19,.199,1,.084,13,.445,9,.262,5,21.41,31,2.38,17,4.72,29,.596,5,5.70
SEA,189,5,.148,16,.148,19,.418,12,.259,26,22.75,6,1.00,12,4.56,11,.487,20,0.24
MIA,192,10,.167,14,.135,3,.484,6,.266,19,22.43,15,1.23,7,4.19,6,.442,10,3.64
ARI,200,8,.160,29,.175,7,.460,20,.215,15,22.04,3,0.91,2,4.07,2,.404,25,-2.51
KC,182,20,.203,9,.126,9,.456,7,.264,31,24.37,24,1.61,13,4.63,18,.549,29,-3.37
DEN,198,14,.182,24,.162,6,.465,21,.212,4,21.37,11,1.13,22,4.81,15,.519,26,-2.95
WAS,180,22,.206,32,.189,23,.389,23,.211,28,23.03,9,1.09,5,4.16,5,.439,23,-0.96
ATL,178,16,.197,10,.129,17,.421,13,.258,27,22.87,21,1.52,8,4.21,8,.468,9,4.71
DET,201,12,.179,19,.149,24,.388,14,.244,17,22.26,13,1.20,11,4.53,12,.491,14,2.24
STL,185,21,.205,28,.168,15,.432,27,.195,14,22.02,14,1.23,16,4.71,13,.500,30,-5.49
MIN,181,27,.243,31,.177,27,.370,26,.204,29,23.59,18,1.38,18,4.75,14,.518,24,-1.19
CLE,171,9,.164,30,.175,14,.444,16,.228,25,22.73,4,0.93,3,4.08,3,.408,27,-3.19
TEN,181,11,.171,17,.149,12,.448,18,.227,18,22.42,12,1.15,10,4.46,10,.479,16,1.78
NYG,189,25,.228,12,.132,22,.397,25,.206,16,22.18,26,1.72,14,4.64,22,.557,19,0.25
DAL,172,17,.198,20,.151,18,.419,17,.227,12,21.95,17,1.31,26,4.88,19,.551,15,2.06
IND,179,28,.246,25,.162,20,.413,24,.207,24,22.68,20,1.52,30,5.09,31,.614,31,-5.76
NO,177,18,.198,22,.153,21,.401,28,.186,7,21.43,16,1.30,29,5.05,28,.590,2,7.18
BUF,184,30,.266,4,.114,28,.370,15,.234,23,22.68,30,2.33,32,5.22,32,.644,21,-0.28
SD,162,26,.228,23,.154,26,.370,19,.216,13,22.01,19,1.48,31,5.21,30,.604,13,2.58
OAK,185,29,.249,3,.114,29,.368,32,.157,32,24.65,29,2.19,25,4.82,26,.588,22,-0.64
GB,178,24,.225,8,.124,31,.326,29,.180,21,22.45,27,1.82,24,4.82,20,.554,1,9.10
TB,176,32,.318,11,.131,30,.330,30,.176,8,21.56,32,2.43,20,4.80,24,.571,32,-7.66
CAR,164,31,.280,27,.165,32,.317,31,.159,20,22.45,25,1.70,27,4.96,27,.589,12,2.62
NE,175,23,.223,5,.114,25,.383,22,.211,3,21.07,28,1.95,15,4.66,21,.557,7,5.55
NFL,0,0,.195,0,.143,0,.422,0,.234,0,22.22,0,1.37,0,4.63,0,.523,0,-1.15

