Team,Drives,Yds/Dr Rank,Yds/Dr,Pts/Dr Rank,Pts/Dr,TO/Dr Rank,TO/Dr,INT/Dr Rank,INT/Dr,FUM/Dr Rank,FUM/Dr,LOS/Dr Rank,LOS/Dr,Plays/Dr Rank,Plays/Dr,TOP/Dr Rank,TOP/Dr,DSR Rank,DSR
DAL,168,27,34.11,25,2.14,30,.083,31,.042,20,.042,11,26.21,25,6.01,26,2.49,27,.711
WAS,177,28,34.18,26,2.15,5,.175,3,.119,11,.056,17,27.63,22,5.95,12,2.36,28,.716
IND,173,29,34.39,23,2.03,27,.087,19,.069,31,.017,3,24.98,20,5.94,20,2.43,24,.705
JAX,183,30,34.63,24,2.12,22,.115,22,.066,18,.049,16,27.55,31,6.19,31,2.52,29,.718
NYG,170,31,34.99,19,1.94,3,.176,2,.124,14,.053,20,27.84,30,6.12,32,2.53,22,.703
NO,187,32,36.92,31,2.27,12,.134,15,.080,13,.053,25,29.32,23,5.97,18,2.42,32,.734
NFL,0,0,30.73,0,1.84,0,.129,0,.081,0,.048,0,27.53,0,5.80,0,2.39,0,.687

Team,Drives,TDs/Dr Rank,TDs/Dr,FG/Dr Rank,FG/Dr,Punts/Dr Rank,Punts/Dr,3Outs/Dr Rank,3Outs/Dr,LOS/KO Rank,LOS/KO,TD/FG Rank,TD/FG,Pts/RZ Rank,Pts/RZ,TDs/RZ Rank,TDs/RZ,Avg. Lead Rank,Avg. Lead
DEN,186,9,.161,8,.118,2,.500,1,.323,16,21.81,17,1.36,27,5.07,24,.585,4,5.13
PIT,174,8,.161,22,.161,1,.506,6,.264,25,23.49,4,1.00,14,4.71,14,.537,17,1.01
ARI,205,5,.156,10,.122,13,.449,5,.268,32,25.55,15,1.28,1,4.11,5,.455,28,-3.11
HOU,196,11,.179,3,.107,7,.459,7,.260,30,24.38,25,1.67,8,4.40,7,.500,11,3.66
CHI,192,1,.135,9,.120,8,.458,13,.245,1,19.87,9,1.13,6,4.39,10,.512,8,4.35
CIN,186,4,.156,16,.145,9,.457,12,.247,9,20.96,6,1.07,12,4.63,11,.512,6,4.61
SF,173,3,.150,11,.127,11,.451,14,.243,29,23.77,12,1.18,29,5.28,28,.611,3,5.16
NYJ,187,15,.198,7,.118,4,.476,3,.283,14,21.52,26,1.68,24,5.00,26,.600,26,-2.39
BAL,190,7,.158,30,.195,6,.468,2,.295,11,21.41,1,0.81,10,4.45,2,.434,14,3.03
SD,176,22,.216,4,.108,12,.449,4,.278,7,20.81,29,2.00,32,5.65,32,.700,10,3.70
CLE,194,19,.211,2,.103,10,.454,15,.242,2,20.24,30,2.05,13,4.71,25,.588,23,-1.14
SEA,164,2,.140,13,.140,5,.470,8,.256,13,21.45,5,1.00,2,4.13,3,.447,2,6.11
GB,184,14,.196,14,.141,23,.402,10,.255,22,23.14,19,1.38,28,5.19,29,.617,5,5.11
PHI,176,28,.250,19,.153,15,.438,22,.227,21,23.02,24,1.63,15,4.78,17,.545,30,-3.93
DET,185,18,.211,23,.168,16,.427,11,.254,17,21.86,14,1.26,23,4.97,12,.513,24,-1.45
STL,176,12,.193,24,.170,20,.409,24,.216,18,22.15,10,1.13,7,4.40,9,.509,22,-0.95
MIN,181,17,.210,12,.138,18,.420,21,.232,8,20.89,22,1.52,26,5.06,27,.608,9,4.06
OAK,180,30,.256,25,.172,25,.378,9,.256,23,23.18,20,1.48,21,4.92,22,.566,31,-5.47
MIA,178,6,.157,27,.174,3,.478,16,.242,4,20.40,2,0.90,3,4.15,1,.426,19,0.25
CAR,170,13,.194,32,.206,24,.394,26,.200,15,21.61,3,0.94,16,4.82,16,.540,15,2.34
NE,191,16,.199,5,.110,30,.351,27,.194,6,20.76,27,1.81,9,4.43,13,.522,1,8.72
ATL,176,10,.170,18,.153,29,.364,28,.193,3,20.36,7,1.11,4,4.24,4,.452,7,4.47
TB,187,26,.235,1,.102,21,.406,20,.235,12,21.43,32,2.32,19,4.83,20,.556,18,0.72
KC,173,24,.231,29,.185,17,.422,19,.237,31,24.85,13,1.25,20,4.87,15,.540,32,-6.69
TEN,184,29,.255,20,.158,26,.375,31,.158,19,23.00,23,1.62,30,5.29,30,.638,29,-3.40
BUF,179,32,.268,6,.117,22,.402,29,.173,28,23.74,31,2.29,31,5.62,31,.691,20,0.23
DAL,168,25,.232,26,.173,14,.440,17,.238,10,21.28,16,1.34,22,4.93,19,.556,25,-1.96
WAS,177,27,.237,21,.158,27,.367,23,.220,20,23.01,21,1.50,25,5.00,23,.577,13,3.24
IND,173,21,.214,28,.185,19,.410,18,.237,5,20.46,11,1.16,18,4.83,8,.509,21,-0.71
JAX,183,23,.219,31,.197,28,.366,25,.202,24,23.26,8,1.11,17,4.83,18,.547,27,-3.05
NYG,170,20,.212,17,.153,32,.318,32,.135,27,23.67,18,1.38,5,4.36,6,.460,12,3.46
NO,187,31,.262,15,.144,31,.332,30,.166,26,23.56,28,1.81,11,4.63,21,.557,16,1.41
NFL,0,0,.200,0,.147,0,.422,0,.234,0,22.15,0,1.37,0,4.78,0,.545,0,-1.14

