Team,Drives,Yds/Dr Rank,Yds/Dr,Pts/Dr Rank,Pts/Dr,TO/Dr Rank,TO/Dr,INT/Dr Rank,INT/Dr,FUM/Dr Rank,FUM/Dr,LOS/Dr Rank,LOS/Dr,Plays/Dr Rank,Plays/Dr,TOP/Dr Rank,TOP/Dr,DSR Rank,DSR
CIN,177,21,30.15,23,1.90,17,.136,14,.090,18,.045,20,29.94,12,5.56,12,2.35,17,.673
TB,173,22,30.35,15,1.72,10,.150,9,.110,20,.040,11,29.08,24,5.82,22,2.43,23,.690
ATL,175,23,30.70,6,1.53,6,.166,3,.126,21,.040,1,24.59,13,5.57,11,2.34,15,.665
DAL,180,24,30.98,28,2.14,8,.161,6,.111,14,.050,10,28.90,10,5.51,10,2.33,24,.694
IND,173,25,31.05,25,2.00,25,.110,30,.058,12,.052,9,28.87,28,5.98,27,2.48,26,.696
SEA,187,26,31.16,27,2.05,29,.102,25,.064,25,.037,23,30.88,25,5.84,25,2.44,20,.686
CLE,172,27,32.38,20,1.81,9,.157,7,.110,16,.047,13,29.09,31,6.24,31,3.01,25,.695
DEN,189,28,32.93,31,2.37,32,.085,32,.053,30,.032,27,31.79,19,5.72,20,2.40,29,.709
TEN,181,29,33.20,18,1.80,18,.133,11,.094,23,.039,14,29.13,32,6.54,32,3.01,27,.702
NE,175,30,33.79,16,1.75,1,.211,1,.143,5,.069,6,28.28,30,6.18,29,2.52,30,.713
JAX,168,31,35.06,30,2.37,30,.101,20,.077,32,.024,8,28.63,22,5.76,21,2.41,31,.723
HOU,168,32,35.81,32,2.42,28,.107,19,.077,31,.030,18,29.89,29,6.11,30,2.57,32,.747
NFL,0,0,29.16,0,1.79,0,.137,0,.087,0,.050,0,29.83,0,5.66,0,2.38,0,.674

Team,Drives,TDs/Dr Rank,TDs/Dr,FG/Dr Rank,FG/Dr,Punts/Dr Rank,Punts/Dr,3Outs/Dr Rank,3Outs/Dr,LOS/KO Rank,LOS/KO,TD/FG Rank,TD/FG,Pts/RZ Rank,Pts/RZ,TDs/RZ Rank,TDs/RZ,Avg. Lead Rank,Avg. Lead
NYG,198,9,.177,12,.116,13,.434,6,.263,25,27.70,16,1.52,15,4.55,18,.532,9,3.97
NYJ,195,10,.179,3,.092,1,.492,1,.323,23,27.53,24,1.94,23,4.84,25,.605,13,2.29
SD,175,14,.183,2,.091,5,.463,2,.309,17,26.48,25,2.00,27,5.12,28,.628,11,3.65
PIT,175,1,.114,19,.149,7,.457,17,.234,27,28.08,1,0.77,2,4.13,3,.400,2,6.18
CHI,191,3,.147,11,.110,6,.461,3,.298,29,28.74,13,1.33,8,4.36,10,.476,14,1.76
OAK,202,24,.213,8,.104,8,.455,5,.272,10,25.90,27,2.05,14,4.51,17,.531,12,2.67
GB,182,2,.121,14,.132,17,.429,4,.280,31,29.84,4,0.92,12,4.45,12,.484,3,5.92
MIN,180,17,.194,6,.100,4,.472,15,.244,32,30.22,23,1.94,21,4.74,23,.565,25,-1.44
MIA,175,8,.171,24,.154,11,.440,9,.251,14,26.00,8,1.11,3,4.13,2,.400,21,-0.20
KC,186,12,.183,9,.108,3,.478,13,.247,24,27.63,18,1.70,31,5.73,31,.703,10,3.72
BAL,181,4,.149,21,.149,2,.492,20,.227,3,23.78,6,1.00,13,4.50,5,.425,5,4.91
STL,187,5,.150,30,.187,15,.433,11,.251,5,25.07,3,0.80,20,4.64,13,.489,15,1.37
SF,188,11,.181,20,.149,10,.441,7,.261,26,28.04,10,1.21,7,4.33,9,.473,18,0.45
PHI,188,26,.229,4,.096,12,.436,14,.245,8,25.62,32,2.39,32,6.02,32,.767,7,4.53
CAR,188,23,.213,23,.154,22,.399,21,.223,12,25.93,15,1.38,11,4.45,15,.492,32,-6.51
DET,185,25,.222,7,.103,9,.449,22,.222,19,26.65,30,2.16,25,4.93,24,.587,16,0.96
NO,166,6,.163,28,.169,21,.404,19,.229,21,27.15,5,0.96,5,4.31,6,.444,6,4.90
BUF,186,29,.247,25,.156,26,.382,24,.215,30,28.94,17,1.59,28,5.13,26,.611,31,-4.53
ARI,198,21,.207,31,.202,32,.323,27,.187,18,26.58,7,1.03,1,4.00,1,.391,29,-3.24
WAS,198,16,.192,18,.141,14,.434,8,.253,2,23.54,14,1.36,9,4.37,14,.491,27,-2.64
CIN,177,20,.203,27,.158,16,.429,12,.249,28,28.72,12,1.29,16,4.56,8,.467,24,-1.16
TB,173,19,.202,5,.098,20,.416,31,.168,20,27.07,28,2.06,18,4.63,20,.542,20,0.20
ATL,175,13,.183,1,.086,19,.417,23,.217,1,21.98,29,2.13,19,4.64,22,.548,4,5.25
DAL,180,28,.244,17,.139,24,.389,26,.189,6,25.34,19,1.76,29,5.34,29,.660,22,-0.85
IND,173,22,.208,29,.179,27,.382,18,.231,13,25.94,9,1.16,22,4.79,16,.521,8,4.29
SEA,187,27,.235,15,.134,18,.428,10,.251,15,26.16,20,1.76,6,4.32,7,.462,28,-2.79
CLE,172,15,.192,26,.157,29,.372,30,.169,16,26.42,11,1.22,10,4.42,11,.479,17,0.60
DEN,189,30,.275,22,.153,25,.386,25,.206,9,25.70,21,1.79,26,5.10,27,.615,30,-3.73
TEN,181,7,.166,32,.215,30,.331,29,.177,11,25.92,2,0.77,4,4.14,4,.413,19,0.41
NE,175,18,.200,10,.109,31,.326,28,.183,22,27.19,22,1.84,17,4.62,19,.540,1,8.46
JAX,168,31,.280,16,.137,28,.375,16,.244,4,24.54,26,2.04,24,4.84,21,.544,23,-0.92
HOU,168,32,.292,13,.125,23,.399,32,.167,7,25.51,31,2.33,30,5.41,30,.678,26,-1.61
NFL,0,0,.197,0,.136,0,.420,0,.235,0,26.54,0,1.45,0,4.67,0,.527,0,-1.11

