Team,Drives,Yds/Dr Rank,Yds/Dr,Pts/Dr Rank,Pts/Dr,TO/Dr Rank,TO/Dr,INT/Dr Rank,INT/Dr,FUM/Dr Rank,FUM/Dr,LOS/Dr Rank,LOS/Dr,Plays/Dr Rank,Plays/Dr,TOP/Dr Rank,TOP/Dr,DSR Rank,DSR
CAR,192,24,29.79,23,1.78,11,.172,5,.125,21,.047,10,29.99,20,5.63,24,2.42,21,.664
ARI,182,25,29.92,22,1.77,24,.121,15,.093,30,.027,23,31.58,31,6.03,29,2.50,26,.687
TEN,188,26,29.99,26,1.99,26,.117,26,.069,20,.048,20,31.45,9,5.41,1,2.24,25,.676
IND,189,27,30.71,31,2.31,27,.116,21,.079,27,.037,28,34.11,14,5.48,8,2.28,30,.699
BUF,173,28,30.74,30,2.23,30,.098,29,.064,28,.035,31,36.25,24,5.74,31,2.50,29,.699
MIN,172,29,32.01,27,2.06,31,.093,31,.047,22,.047,18,31.13,29,5.91,30,2.50,28,.698
ATL,177,30,32.15,25,1.97,13,.153,12,.102,17,.051,9,29.96,16,5.51,19,2.37,27,.688
DET,176,31,32.85,28,2.11,28,.114,17,.091,31,.023,14,30.64,25,5.84,28,2.49,31,.710
NFL,0,0,27.41,0,1.61,0,.149,0,.095,0,.054,0,31.26,0,5.56,0,2.36,0,.655

Team,Drives,TDs/Dr Rank,TDs/Dr,FG/Dr Rank,FG/Dr,Punts/Dr Rank,Punts/Dr,3Outs/Dr Rank,3Outs/Dr,LOS/KO Rank,LOS/KO,TD/FG Rank,TD/FG,Pts/RZ Rank,Pts/RZ,TDs/RZ Rank,TDs/RZ,Avg. Lead Rank,Avg. Lead
BAL,196,5,.133,4,.097,3,.500,4,.291,13,27.91,18,1.37,3,3.61,3,.390,13,1.53
STL,185,8,.151,7,.108,16,.427,12,.259,15,28.01,20,1.40,17,4.38,22,.511,1,9.66
PHI,195,2,.097,11,.118,1,.528,1,.323,11,27.20,2,0.83,1,3.22,1,.304,5,4.94
PIT,172,6,.140,1,.052,2,.506,16,.250,25,29.87,31,2.67,11,4.24,26,.541,2,5.44
CIN,191,17,.173,8,.115,9,.450,18,.241,30,31.36,21,1.50,13,4.28,21,.511,28,-3.08
SD,195,18,.174,19,.133,6,.462,2,.308,17,28.47,15,1.31,26,4.65,17,.500,15,1.26
GB,191,4,.126,9,.115,10,.450,10,.262,16,28.46,6,1.09,4,3.90,7,.425,6,4.85
TB,183,10,.153,21,.137,20,.415,17,.246,12,27.24,7,1.12,14,4.31,12,.462,8,3.39
NYG,194,15,.165,12,.119,7,.459,3,.294,31,32.90,19,1.39,2,3.61,2,.370,22,-0.63
CLE,199,7,.146,14,.126,29,.372,20,.226,23,29.64,9,1.16,8,4.15,8,.439,16,0.97
CHI,187,1,.096,3,.096,4,.481,8,.273,18,28.62,3,1.00,9,4.15,9,.441,7,3.40
WAS,181,12,.160,18,.133,18,.425,11,.260,1,25.50,12,1.21,10,4.22,6,.422,24,-1.20
MIA,181,16,.171,2,.088,5,.475,7,.276,4,26.04,27,1.94,22,4.55,27,.550,14,1.45
DAL,176,21,.182,26,.153,11,.449,5,.278,19,28.84,11,1.19,24,4.62,25,.527,25,-2.47
JAX,183,9,.153,23,.142,8,.454,9,.268,21,29.26,5,1.08,19,4.46,16,.500,12,1.55
DEN,181,20,.177,22,.138,17,.425,25,.210,3,25.80,14,1.28,16,4.35,11,.449,11,1.89
OAK,189,19,.175,17,.132,13,.439,26,.206,10,26.92,17,1.32,6,4.08,5,.415,4,4.97
NO,186,28,.242,24,.145,30,.360,21,.226,24,29.86,25,1.67,30,4.89,30,.574,27,-2.58
NYJ,178,13,.163,13,.124,24,.410,14,.253,7,26.56,16,1.32,5,3.93,10,.442,10,2.56
SEA,182,14,.165,28,.159,23,.412,24,.214,8,26.69,4,1.03,28,4.74,18,.500,18,0.34
SF,171,11,.158,20,.135,21,.415,28,.193,22,29.30,10,1.17,21,4.53,15,.488,9,3.33
KC,180,22,.189,25,.150,15,.428,13,.256,26,30.14,13,1.26,15,4.33,13,.467,20,-0.32
NE,185,3,.119,30,.162,27,.395,19,.227,27,30.37,1,0.73,7,4.08,4,.396,3,5.36
CAR,192,24,.198,16,.130,12,.443,29,.193,14,27.95,22,1.52,27,4.65,19,.509,29,-3.51
ARI,182,23,.198,15,.126,22,.412,27,.198,9,26.87,24,1.57,18,4.43,20,.509,23,-0.69
TEN,188,26,.234,10,.117,14,.431,6,.277,20,29.16,28,2.00,12,4.27,14,.482,19,0.28
IND,189,31,.265,27,.159,31,.354,31,.153,28,30.91,26,1.67,31,5.02,31,.596,17,0.67
BUF,173,29,.249,29,.162,28,.382,30,.185,29,31.11,23,1.54,20,4.53,24,.526,30,-3.94
MIN,172,25,.215,31,.192,19,.419,15,.250,5,26.44,8,1.12,25,4.63,23,.516,26,-2.48
ATL,177,27,.237,5,.107,26,.401,23,.220,6,26.54,29,2.21,29,4.75,29,.569,21,-0.44
DET,176,30,.256,6,.108,25,.409,22,.222,2,25.60,30,2.37,23,4.58,28,.560,31,-4.89
NFL,0,0,.175,0,.128,0,.432,0,.244,0,28.37,0,1.37,0,4.35,0,.484,0,-1.04

