Team,Drives,Yds/Dr Rank,Yds/Dr,Pts/Dr Rank,Pts/Dr,TO/Dr Rank,TO/Dr,INT/Dr Rank,INT/Dr,FUM/Dr Rank,FUM/Dr,LOS/Dr Rank,LOS/Dr,Plays/Dr Rank,Plays/Dr,TOP/Dr Rank,TOP/Dr,DSR Rank,DSR
NYG,189,22,31.76,21,1.94,16,.132,13,.090,20,.042,16,27.35,2,5.46,4,2.27,13,.686
NE,176,23,32.20,9,1.70,13,.136,12,.091,19,.045,2,25.31,21,6.05,22,2.45,16,.693
STL,175,24,32.22,6,1.62,12,.137,20,.074,6,.063,3,25.38,17,5.83,24,2.46,7,.675
TEN,185,25,32.36,28,2.23,29,.086,23,.065,31,.022,27,29.63,24,6.09,25,2.46,28,.718
GB,170,26,32.39,16,1.89,4,.153,5,.106,17,.047,17,27.39,30,6.29,21,2.44,27,.718
DAL,174,27,32.45,17,1.89,1,.172,7,.103,3,.069,13,26.82,11,5.69,7,2.34,24,.702
TB,177,28,32.93,26,2.18,14,.136,17,.079,11,.056,30,31.00,29,6.18,31,2.57,29,.725
PIT,169,29,33.36,25,2.14,23,.118,22,.065,12,.053,21,27.68,14,5.74,9,2.35,26,.707
CHI,167,30,35.78,32,2.52,17,.132,14,.084,16,.048,32,32.47,28,6.17,28,2.49,30,.729
NO,166,31,36.58,31,2.39,26,.102,21,.072,26,.030,5,25.57,31,6.30,29,2.54,31,.737
ATL,165,32,37.70,30,2.30,6,.145,10,.097,14,.048,19,27.42,32,6.48,32,2.57,32,.743
NFL,0,0,31.01,0,1.89,0,.125,0,.079,0,.046,0,27.63,0,5.85,0,2.40,0,.694

Team,Drives,TDs/Dr Rank,TDs/Dr,FG/Dr Rank,FG/Dr,Punts/Dr Rank,Punts/Dr,3Outs/Dr Rank,3Outs/Dr,LOS/KO Rank,LOS/KO,TD/FG Rank,TD/FG,Pts/RZ Rank,Pts/RZ,TDs/RZ Rank,TDs/RZ,Avg. Lead Rank,Avg. Lead
DEN,192,12,.198,7,.120,5,.458,1,.318,17,22.17,23,1.65,17,4.75,22,.577,3,5.61
BUF,193,1,.135,20,.155,8,.446,7,.244,4,20.65,2,0.87,12,4.64,10,.500,14,2.28
SEA,165,2,.152,11,.127,1,.491,8,.242,9,21.25,5,1.19,27,5.19,26,.595,5,4.89
DET,178,8,.174,4,.101,3,.461,4,.270,21,22.46,24,1.72,8,4.49,15,.531,18,1.57
HOU,193,9,.176,3,.098,17,.425,22,.197,15,21.83,27,1.79,4,4.15,6,.478,9,3.29
IND,193,18,.212,1,.078,2,.461,2,.295,2,20.28,32,2.73,31,5.22,32,.660,6,4.80
PHI,202,20,.218,5,.109,12,.431,11,.233,7,20.91,29,2.00,21,4.88,23,.581,7,4.71
SF,170,16,.212,6,.118,13,.429,10,.235,5,20.81,28,1.80,24,4.98,28,.614,15,2.24
OAK,186,28,.247,26,.172,9,.441,12,.231,26,23.53,18,1.44,19,4.88,17,.536,32,-6.96
NYJ,178,25,.236,15,.146,6,.455,3,.292,19,22.34,22,1.62,29,5.20,25,.592,27,-2.58
CLE,195,10,.179,18,.149,10,.436,24,.190,1,20.22,7,1.21,5,4.28,4,.463,20,0.78
KC,170,3,.153,31,.188,4,.459,14,.224,25,23.48,1,0.81,2,4.04,1,.396,8,3.47
BAL,175,6,.171,25,.171,14,.429,6,.246,6,20.89,3,1.00,1,4.04,2,.426,10,3.23
MIA,175,22,.229,17,.149,31,.331,28,.177,24,23.39,21,1.54,16,4.75,14,.527,16,2.14
ARI,183,4,.169,12,.137,16,.426,16,.219,3,20.64,8,1.24,3,4.10,3,.439,24,-0.03
CAR,175,21,.223,10,.126,19,.411,5,.251,16,21.91,26,1.77,26,5.18,31,.644,25,-0.91
SD,174,13,.207,21,.161,24,.391,17,.218,32,24.62,10,1.29,13,4.69,12,.519,22,0.20
MIN,170,15,.212,16,.147,11,.435,19,.212,12,21.63,19,1.44,18,4.77,19,.542,21,0.31
JAX,184,17,.212,24,.168,20,.408,29,.168,20,22.39,9,1.26,10,4.55,8,.482,28,-4.15
CIN,179,11,.190,14,.145,18,.413,18,.218,18,22.28,12,1.31,7,4.38,9,.491,12,2.54
WAS,178,30,.258,9,.124,7,.449,13,.225,31,24.46,30,2.09,22,4.91,16,.532,26,-2.34
NYG,189,14,.212,19,.153,23,.392,15,.222,11,21.30,15,1.38,14,4.69,11,.510,19,1.53
NE,176,5,.170,23,.165,28,.364,23,.193,13,21.66,4,1.03,11,4.61,7,.478,2,5.97
STL,175,7,.171,13,.143,15,.429,21,.200,10,21.26,6,1.20,6,4.32,5,.474,11,3.09
TEN,185,27,.243,28,.178,22,.395,25,.189,23,23.28,14,1.36,28,5.19,24,.587,31,-5.14
GB,170,19,.218,8,.124,27,.365,26,.182,30,24.25,25,1.76,15,4.73,20,.563,1,9.68
DAL,174,23,.230,2,.092,25,.385,20,.207,8,21.11,31,2.50,23,4.94,27,.612,4,5.53
TB,177,26,.243,22,.164,29,.362,27,.181,27,23.64,20,1.48,30,5.22,30,.627,29,-4.16
PIT,169,24,.231,27,.178,21,.402,9,.237,22,22.89,11,1.30,25,5.02,18,.540,13,2.48
CHI,167,32,.275,32,.198,32,.293,30,.156,29,23.97,17,1.39,9,4.54,13,.521,30,-4.53
NO,166,31,.259,29,.187,26,.380,32,.139,14,21.71,16,1.39,32,5.39,29,.627,23,0.06
ATL,165,29,.248,30,.188,30,.339,31,.152,28,23.67,13,1.32,20,4.88,21,.569,17,1.77
NFL,0,0,.208,0,.145,0,.413,0,.218,0,22.16,0,1.43,0,4.74,0,.538,0,-1.29

