Team,Drives,Yds/Dr Rank,Yds/Dr,Pts/Dr Rank,Pts/Dr,TO/Dr Rank,TO/Dr,INT/Dr Rank,INT/Dr,FUM/Dr Rank,FUM/Dr,LOS/Dr Rank,LOS/Dr,Plays/Dr Rank,Plays/Dr,TOP/Dr Rank,TOP/Dr,DSR Rank,DSR
DET,186,26,.220,1,.091,8,.452,10,.253,8,27.27,31,2.41,32,5.49,31,.698,31,-4.96
NYG,188,19,.197,27,.149,16,.426,27,.202,24,29.89,15,1.32,22,4.82,21,.531,29,-3.78
SEA,183,15,.180,20,.137,24,.410,22,.219,22,29.40,13,1.32,7,4.24,9,.460,3,6.21
NO,179,14,.179,23,.140,19,.419,26,.207,14,28.37,12,1.28,13,4.38,14,.491,19,-0.19
OAK,193,24,.218,26,.145,22,.415,31,.192,31,31.23,20,1.50,28,5.13,26,.604,28,-2.50
ATL,197,30,.249,4,.096,20,.416,23,.218,9,27.41,32,2.58,23,4.83,24,.585,22,-1.39
SD,184,32,.266,16,.125,26,.402,19,.223,32,31.33,26,2.13,31,5.44,32,.700,30,-3.92
KC,186,20,.199,6,.102,28,.392,30,.194,29,31.01,25,1.95,12,4.34,17,.511,4,5.95
WAS,180,29,.239,7,.106,27,.394,17,.228,15,28.38,29,2.26,29,5.16,29,.632,26,-1.96
ARI,179,31,.263,11,.117,31,.369,24,.218,25,30.14,28,2.24,27,5.07,28,.617,32,-7.48
MIN,175,27,.223,12,.120,32,.360,29,.194,17,28.75,24,1.86,26,5.02,27,.610,6,4.34
CIN,178,28,.230,28,.157,29,.376,18,.225,11,27.61,18,1.46,21,4.78,23,.545,18,0.87
NYJ,164,18,.189,14,.122,25,.402,32,.171,27,30.28,21,1.55,6,4.12,10,.462,21,-1.30
HOU,178,22,.208,29,.157,21,.416,21,.219,10,27.48,14,1.32,9,4.29,8,.442,27,-2.35
NFL,0,0,.184,0,.128,0,.430,0,.237,0,28.56,0,1.44,0,4.58,0,.516,0,-1.06

